first_name,last_name,email,gender,income,tax_15,income_norm
Jayne,Durgan,jdurgan8c@gnu.org,Female,85873.37,12881.01,0.22655962819425923
Rahel,Domone,rdomone8d@google.de,Female,159906.22,23985.93,0.46404132589174957
Ealasaid,Goodred,egoodred8e@newsvine.com,Female,233916.29,35087.44,0.7014499501755654
Barnaby,Wehden,bwehden8f@amazon.com,Male,177352.57,26602.8855,0.5200055203895247
Merissa,Antuk,mantuk8g@ovh.net,Non-binary,90791.72,13618.76,0.2423366529592177
Maddie,Dumbreck,mdumbreck8h@home.pl,Non-binary,26331.16,3949.67,0.03556083353134297
Garrard,Iuorio,giuorio8i@constantcontact.com,Male,87983.89,13197.58,0.23332972920515518
Rachael,Barzen,rbarzen8j@facebook.com,Female,245433.33333333334,36815.0,0.7383941851098623
Dusty,Longcake,dlongcake8k@canalblog.com,Polygender,117242.16,17586.32,0.3271840605093202
Bella,MacCaughan,bmaccaughan8l@gmpg.org,Female,212475.72,31871.36,0.6326731441603725
Berkly,Jeannet,bjeannet8m@foxnews.com,Male,95373.77,14306.07,0.2570348985749786
Marjorie,Pitchford,mpitchford8n@slideshare.net,Female,63201.36,9480.2,0.15383262356030994
Heidie,Pantone,hpantone8o@google.co.uk,Female,89980.0,13497.0,0.23973282717573094
Jacquelin,Marchment,jmarchment8p@wsj.com,Female,39186.67,5878.0,0.07679858595566627
Emmanuel,Brookes,ebrookes8q@123-reg.co.uk,Male,91501.35,13725.2,0.24461299565218533
Gilberta,Lamminam,glamminam8r@google.pl,Female,242281.97,36342.3,0.7282852792057721
Berrie,Truscott,btruscott8s@people.com.cn,Female,270006.6666666667,40501.0,0.8172202321698678
Dominique,Halsted,dhalsted8t@ox.ac.uk,Female,235988.5,35398.28,0.7080971608230782
Ethel,Sleicht,esleicht8u@nifty.com,Female,244700.98,36705.15,0.7360449507778811
Sig,Nani,snani8v@microsoft.com,Male,113742.79,17061.42,0.31595882294961974
Kellen,Taylour,ktaylour8w@hibu.com,Male,161560.0,24234.0,0.46934630175068454
Constantine,Clunie,cclunie8x@wikipedia.org,Female,205534.45,30830.17,0.6104070206249871
Eryn,Duhig,eduhig8y@cloudflare.com,Female,231422.89,34713.43,0.6934516512442273
Manfred,Stockings,mstockings8z@wsj.com,Male,182717.25,27407.59,0.5372142772319773
Archambault,Buckingham,abuckingham90@vinaora.com,Male,212170.25,31825.54,0.6316932611193217
Marten,Dispencer,mdispencer91@mapy.cz,Male,191560.0,28734.0,0.5655799457468931
Rupert,Yardley,ryardley92@oakley.com,Bigender,237813.27,35671.99,0.7139506363749102
Elka,Bransden,ebransden93@mac.com,Non-binary,168140.15,25221.02,0.4904540288354063
Tudor,Arling,tarling94@nasa.gov,Male,40546.85,6082.03,0.0811617552186917
Olivie,Adess,oadess95@amazon.de,Female,164674.74,24701.21,0.47933772776070954
Yankee,Snowsill,ysnowsill96@nytimes.com,Male,31901.95,4785.29,0.05343074758593092
Aymer,Davidsson,adavidsson97@nps.gov,Non-binary,41998.88,6299.83,0.0858195598217522
Philippe,Strettle,pstrettle98@last.fm,Female,240234.19,36035.13,0.7217164348223536
Brion,Crew,bcrew99@toplist.cz,Genderqueer,74594.58,11189.19,0.19037965947532606
Ange,Bullcock,abullcock9a@google.com.hk,Female,28482.23,4272.33,0.04246101035104045
Julietta,Leggett,jleggett9b@gravatar.com,Female,121300.07,18195.01,0.34020097605294203
Tilly,Yurevich,tyurevich9c@unicef.org,Female,290146.6666666667,43522.0,0.8818250851726559
Maudie,Twells,mtwells9d@php.net,Female,67810.82,10171.62,0.16861879464880208
Rori,Lundie,rlundie9e@examiner.com,Female,199830.01,29974.5,0.592108385686396
Stoddard,Cromb,scromb9f@yale.edu,Female,188263.21,28239.48,0.5550045419072177
Drusy,Currm,dcurrm9g@vk.com,Female,52444.33,7866.65,0.11932635037775877
Karl,Peacocke,kpeacocke9h@geocities.com,Male,142895.87,21434.38,0.4094757270200527
Alonzo,Covey,acovey9i@msu.edu,Male,189028.98,28354.35,0.5574609698259837
Zackariah,Roy,zroy9j@google.com,Male,142912.84,21436.93,0.40953016318467317
Purcell,Gibbie,pgibbie9k@wisc.edu,Male,62983.72,9447.56,0.1531344805509988
Audrie,Nisuis,anisuis9l@icq.com,Female,82660.0,12399.0,0.21625181804065605
Welbie,Shakelady,wshakelady9m@about.me,Male,46997.72,7049.66,0.10185477945355244
Aila,Boat,aboat9n@newsvine.com,Female,32568.93,4885.34,0.0555702781150173
Neda,Oxborrow,noxborrow9o@goodreads.com,Female,16974.69,2546.2,0.005547260096636112
Gabi,Wint,gwint9p@businessweek.com,Female,108807.82,16321.17,0.3001284847458875
Sydel,Americi,samerici9q@chicagotribune.com,Female,127440.85,19116.13,0.35989929726557657
Oralle,Ryton,oryton9r@theatlantic.com,Female,111730.49,16759.57,0.3095037908891674
Palm,Burnell,pburnell9s@prlog.org,Male,205377.29,30806.59,0.6099028846419722
Dunn,Bleythin,dbleythin9t@toplist.cz,Male,144071.57,21610.74,0.4132471235282641
Joby,Guerry,jguerry9u@buzzfeed.com,Female,138543.9,20781.59,0.39551552929798
Zita,Eisak,zeisak9v@walmart.com,Female,113443.68,17016.55,0.3149993414410962
Johnnie,Ruppelin,jruppelin9w@delicious.com,Male,248395.93,37259.39,0.747897567540674
Willey,Peckham,wpeckham9x@behance.net,Male,154571.29,23185.69,0.4469280007462598
Johnna,Malden,jmalden9y@yolasite.com,Female,162545.87,24381.88,0.4725087638375693
Eduard,Gilham,egilham9z@blinklist.com,Male,35870.41,5380.56,0.06616072648103741
Marci,Batteson,mbattesona0@ftc.gov,Female,161227.22,24184.08,0.46827881401571597
Osbert,Folliott,ofolliotta1@hud.gov,Male,149001.22,22350.18,0.42906039629912773
Cindi,Hattersley,chattersleya2@hostgator.com,Female,158947.49,23842.12,0.4609659231748
Nester,Durston,ndurstona3@eventbrite.com,Polygender,43480.0,6522.0,0.09057067898160769
Catha,Rosso,crossoa4@prnewswire.com,Female,134975.32,20246.3,0.3840682807215804
Garret,Fiennes,gfiennesa5@independent.co.uk,Male,123996.72,18599.51,0.3488512579223545
Yard,McGown,ymcgowna6@artisteer.com,Genderfluid,184916.47,27737.47,0.5442689090502887
Deane,Steet,dsteeta7@istockphoto.com,Male,307860.0,46179.0,0.9386457056388616
Shirlee,Kroch,skrocha8@seesaa.net,Female,232369.9,34855.49,0.6964894586842555
Darryl,Gaskamp,dgaskampa9@desdev.cn,Female,155917.63,23387.64,0.45124677422152165
Justina,Vellacott,jvellacottaa@clickbank.net,Female,121953.69,18293.05,0.3422976505325687
Lucienne,Kingsmill,lkingsmillab@behance.net,Female,112312.11,16846.82,0.31136950462320323
Jeniffer,Stych,jstychac@jiathis.com,Genderqueer,154019.49,23102.92,0.44515794325435615
Tiphanie,Viles,tvilesad@dot.gov,Female,41756.31,6263.45,0.08504144665428018
Sapphire,Sidden,ssiddenae@exblog.jp,Female,73917.66,11087.65,0.18820824353219562
Vinny,Debrett,vdebrettaf@bluehost.com,Male,171032.57,25654.89,0.49973229938765673
Colin,Arderne,carderneag@disqus.com,Male,41082.06,6162.31,0.08287859550546539
Bernadina,Davidou,bdavidouah@mozilla.org,Female,228927.04,34339.06,0.6854454932319627
Micheil,Bullocke,mbullockeai@simplemachines.org,Male,201392.46,30208.87,0.5971203942551251
Erek,Wharin,ewharinaj@eepurl.com,Male,23869.9,3580.49,0.02766563291060603
Isacco,Eddowes,ieddowesak@4shared.com,Male,112183.71,16827.56,0.31095762462689946
Jarrett,Everiss,jeverissal@skype.com,Male,75850.18,11377.53,0.19440735825538066
Bronny,Wingrove,bwingroveam@independent.co.uk,Male,133186.6666666667,19978.0,0.3783306597844927
Eugenie,Smallpeace,esmallpeacean@discuz.net,Female,197491.19,29623.68,0.5846059466446889
Ruthanne,Misk,rmiskao@phoca.cz,Female,81829.7,12274.46,0.2135883915536543
Bret,Nunn,bnunnap@behance.net,Male,301366.6666666667,45205.0,0.9178164680272379
Lance,Binnes,lbinnesaq@usda.gov,Genderfluid,58722.41,8808.36,0.13946510090108266
Clarence,Brader,cbraderar@comsenz.com,Male,46757.03,7013.55,0.10108269692777086
Mariette,Nuscha,mnuschaas@free.fr,Female,141244.89,21186.73,0.4041797329678907
Hebert,Pavlenko,hpavlenkoat@google.es,Male,196255.55,29438.33,0.580642275315773
Danie,Shackell,dshackellau@smh.com.au,Male,175353.1,26302.97,0.5135916442508214
Jess,Risely,jriselyav@liveinternet.ru,Male,225281.73,33792.26,0.673752111072102
Lexy,Craw,lcrawaw@naver.com,Female,184827.68,27724.15,0.5439840895419412
Padget,Kares,pkaresax@theguardian.com,Male,83841.39,12576.21,0.2200414668633454
Dory,Tenaunt,dtenauntay@privacy.gov.au,Female,81218.75,12182.81,0.21162859339367152
Torrey,Harlowe,tharloweaz@nymag.com,Male,111190.09,16678.51,0.30777030218198237
Luce,Mundie,lmundieb0@walmart.com,Male,227199.62,34079.94,0.6799042958548982
Mel,Gambrell,mgambrellb1@hud.gov,Male,160410.07,24061.51,0.4656575699426659
Dulcea,Steiner,dsteinerb2@t-online.de,Female,90031.52,13504.73,0.23989809242035376
Claire,Larvor,clarvorb3@goodreads.com,Male,186185.12,27927.77,0.5483384694654817
Starr,Van Halen,svanhalenb4@google.es,Female,73073.33333333334,10961.0,0.1854998224703121
Jana,Brotherheed,jbrotherheedb5@youtube.com,Female,73514.31,11027.15,0.18691438218866657
Claretta,Bromage,cbromageb6@desdev.cn,Female,40480.48,6072.07,0.08094885432029078
Casey,Click,cclickb7@tinypic.com,Male,67435.48,10115.32,0.16741478345088415
Goran,Trussman,gtrussmanb8@dailymotion.com,Male,23607.81,3541.17,0.02682490371877382
Marietta,Twopenny,mtwopennyb9@flickr.com,Male,91650.1,13747.52,0.2450901541369999
Darby,Clawson,dclawsonba@icq.com,Female,48702.98,7305.45,0.10732489224558493
Sheffy,Farries,sfarriesbb@biblegateway.com,Male,200519.21,30077.88,0.5943191932678021
Shena,Milksop,smilksopbc@bbc.co.uk,Female,76054.65,11408.2,0.1950632546949775
Yasmeen,Pinhorn,ypinhornbd@chicagotribune.com,Female,37852.13,5677.82,0.07251766438037627
Winnah,Ebbens,webbensbe@smugmug.com,Female,152775.53,22916.33,0.44116758312817206
Betti,Couronne,bcouronnebf@odnoklassniki.ru,Female,135898.02,20384.7,0.3870281068320904
Cristen,Fallanche,cfallanchebg@va.gov,Female,171816.1,25772.42,0.5022456976236684
Kellen,Maylour,kmaylourbh@biblegateway.com,Male,162799.39,24419.91,0.47332200228509996
Gisela,Drewell,gdrewellbi@virginia.edu,Genderqueer,30712.79,4606.92,0.049616174249446546
Yorgos,Kulic,ykulicbj@canalblog.com,Male,234205.91,35130.89,0.7023789897747048
Martguerita,Coaker,mcoakerbk@reverbnation.com,Female,90789.28,13618.39,0.24232882595617264
Taite,Richten,trichtenbl@sfgate.com,Male,229426.87,34414.03,0.6870488419745834
Jermaine,Thexton,jthextonbm@wordpress.org,Non-binary,195661.44,29349.22,0.5787364963079534
Bert,Form,bformbn@oakley.com,Female,208622.31,31293.35,0.6203122212899914
Burg,Ciubutaro,bciubutarobo@mediafire.com,Male,255673.33333333334,38351.0,0.7712419355939015
Uriel,Raffon,uraffonbp@vimeo.com,Male,16127.9,2419.19,0.0028309371833178006
Doroteya,Schleswig-Holstein,dschleswigholsteinbq@diigo.com,Female,154274.08,23141.11,0.44597461403518934
Nola,Ellesmere,nellesmerebr@scientificamerican.com,Female,111075.69,16661.35,0.3074033312195435
Horatio,Kennler,hkennlerbs@booking.com,Male,138298.83,20744.8245,0.394729396660175
Jeno,Robertucci,jrobertuccibt@networkadvertising.org,Male,51164.3,7674.65,0.11522028533360987
Joshia,Thomel,jthomelbu@amazon.com,Male,113531.86,17029.78,0.3152822041986824
Grover,Joscelin,gjoscelinbv@mlb.com,Male,201635.08,30245.26,0.5978986678120037
Paddy,Aspland,pasplandbw@nba.com,Male,203910.04,30586.51,0.6051962575035243
Gretta,Oakton,goaktonbx@merriam-webster.com,Female,146499.31,21974.9,0.42103479909077596
Bartlett,Fullun,bfullunby@sourceforge.net,Male,140814.14,21122.12,0.4027979782295118
Welby,Swafield,wswafieldbz@blogspot.com,Genderfluid,223643.0,33546.45,0.6684954124245718
Witty,Lightwing,wlightwingc0@illinois.edu,Male,228938.79,34340.82,0.6854831847425278
Marlon,Acomb,macombc1@sina.com.cn,Male,162753.93,24413.0895,0.4731761762365643
Carly,Dowsett,cdowsettc2@smugmug.com,Female,229139.19,34370.88,0.6861260254844225
Jae,Polfer,jpolferc3@about.com,Male,110382.25,16557.34,0.30517892261645246
Egbert,Farfalameev,efarfalameevc4@theatlantic.com,Male,76241.5,11436.23,0.19566262990766725
Lyman,Couchman,lcouchmanc5@paypal.com,Male,279613.3333333334,41942.0,0.848036383502876
Zulema,Szymanek,zszymanekc6@mozilla.com,Female,148590.45,22288.57,0.4277427331676504
Amelie,Wiggins,awigginsc7@npr.org,Female,189960.6,28494.09,0.5604494094066419
Haley,Bleasby,hbleasbyc8@yellowbook.com,Female,193766.69,29065.0,0.5726585397425595
Lelah,Petras,lpetrasc9@fda.gov,Female,164204.41,24630.66,0.47782900876801837
Cammie,Kidby,ckidbyca@redcross.org,Female,121467.4,18220.11,0.3407377352412715
Kinnie,Loxdale,kloxdalecb@sun.com,Male,36411.03,5461.65,0.06789492090161173
Cirilo,Bligh,cblighcc@google.co.uk,Male,116989.41,17548.41,0.3263732920586521
Gallard,Wroe,gwroecd@hibu.com,Male,211520.78,31728.12,0.6296098989604477
Kailey,Defries,kdefriesce@infoseek.co.jp,Female,23895.22,3584.28,0.027746854106138828
Aland,Bridat,abridatcf@wix.com,Male,107945.45,16191.82,0.29736218449345375
Christoph,Labusch,clabuschcg@va.gov,Male,240013.39,36002.01,0.7210081552025416
Xena,Darwen,xdarwench@ifeng.com,Female,126047.42,18907.11,0.355429469047122
Leontine,Plant,lplantci@liveinternet.ru,Female,91121.95,13668.29,0.2433959608344466
Vittorio,Marxsen,vmarxsencj@sakura.ne.jp,Male,178586.81,26788.02,0.523964700815054
Derby,Viney,dvineyck@goo.ne.jp,Male,67800.85,10170.13,0.168586813001114
Beaufort,Backler,bbacklercl@ed.gov,Male,102126.46,15318.97,0.27869609742420387
Sallyanne,Bardill,sbardillcm@stanford.edu,Female,56760.04,8514.01,0.13317023370212133
Adelina,Kinder,akindercn@economist.com,Female,92517.89,13877.68,0.2478738406011155
Stevy,Frisby,sfrisbyco@netvibes.com,Male,108836.42,16325.46,0.3002202274864972
Jere,Lambillion,jlambillioncp@fema.gov,Female,22700.04,3405.01,0.023912969885092544
Donnamarie,Petegrew,dpetegrewcq@xing.com,Female,31882.57,4782.39,0.05336858065190938
Kathryne,Stallworthy,kstallworthycr@tmall.com,Female,90348.71,13552.31,0.24091557073832567
Gillian,McGaraghan,gmcgaraghancs@a8.net,Female,221418.0,33212.7,0.6613580838281863
Sydney,Tristram,stristramct@sphinn.com,Female,40458.33,6068.75,0.08087780181314023
Prue,Gilding,pgildingcu@pbs.org,Female,228704.94,34305.74,0.6847330434875774
Benedetta,Espadater,bespadatercv@google.ca,Female,122133.76,18320.06,0.34287527694171527
Bronny,Waddoups,bwaddoupscw@vinaora.com,Male,97527.16,14629.07,0.2639425174631451
Manuel,Chaundy,mchaundycx@unc.edu,Non-binary,97534.05,14630.11,0.2639646191233829
Trude,Phonix,tphonixcy@twitter.com,Female,79785.19,11967.78,0.20703003663743139
Gabriela,Tanguy,gtanguycz@time.com,Female,57944.93,8691.74,0.13697110978327692
Hugh,Mawditt,hmawdittd0@ustream.tv,Male,83332.2,12499.83,0.21840809322379773
Ollie,Kevane,okevaned1@free.fr,Male,219134.36,32870.15,0.6540326505356695
Guglielmo,Trent,gtrentd2@123-reg.co.uk,Male,242457.23,36368.58,0.728847476153998
Curt,Tolumello,ctolumellod3@hostgator.com,Male,229942.63,34491.39,0.6887032907821663
Stace,Biasioli,sbiasiolid4@bigcartel.com,Female,101399.38,15209.91,0.27636377882831176
Flory,Lowmass,flowmassd5@chronoengine.com,Male,192590.94,28888.64,0.5688869828449415
Eben,O'Kielt,eokieltd6@samsung.com,Male,113619.91,17042.99,0.3155646499438113
Archambault,Reskelly,areskellyd7@ucla.edu,Polygender,220216.83,33032.5245,0.657504984956222
Vinnie,Alibone,valiboned8@umich.edu,Female,141673.47,21251.02,0.4055545268060205
Annadiana,Caldecott,acaldecottd9@examiner.com,Female,148761.33,22314.2,0.4282908800038527
Zelig,Hofton,zhoftonda@dropbox.com,Male,158833.61,23825.04,0.4606006202621904
Gareth,McKag,gmckagdb@taobao.com,Male,108741.59,16311.24,0.29991603293782515
Antonio,Linnane,alinnanedc@about.me,Male,139580.91,20937.14,0.398842037669997
Burch,Hartless,bhartlessdd@blogtalkradio.com,Male,89258.85,13388.83,0.23741953076346875
Odey,Marsden,omarsdende@europa.eu,Male,72759.65,10913.95,0.1844935927960606
Woodrow,Dimic,wdimicdf@multiply.com,Male,107100.61,16065.09,0.2946521167669952
Dennis,Glaze,dglazedg@qq.com,Male,17845.18,2676.78,0.008339607588711438
Raymond,Pirdue,rpirduedh@wordpress.org,Male,101939.33,15290.9,0.2780958240308368
Mac,Abelovitz,mabelovitzdi@w3.org,Male,107818.27,16172.74,0.2969542179986725
Krispin,Tison,ktisondj@dropbox.com,Bigender,225499.74,33824.96,0.6744514409630225
Lorry,Saunt,lsauntdk@pinterest.com,Female,15826.78,2374.017,0.0018650080206465266
Othilie,Smelley,osmelleydl@columbia.edu,Female,216347.49,32452.12,0.6450929620208791
Kalli,Canby,kcanbydm@liveinternet.ru,Female,152079.45,22811.92,0.4389347059644094
Karlan,Tait,ktaitdn@dailymotion.com,Male,90930.92,13639.64,0.24278317706736008
Addy,Eayrs,aeayrsdo@whitehouse.gov,Male,126470.29,18970.54,0.3567859464150112
Lesli,Delacour,ldelacourdp@biblegateway.com,Female,50539.49,7580.92,0.11321602723010082
Yetta,De la Harpe,ydelaharpedq@pinterest.com,Female,244846.68,36727.0,0.7365123255088893
Roby,Thain,rthaindr@google.de,Female,64546.08,9681.91,0.15814620041879598
Gabriell,Gollin,ggollinds@discuz.net,Female,195274.14,29291.12,0.5774941199639624
Nicky,Wandrey,nwandreydt@ycombinator.com,Male,27263.14,4089.47,0.03855042791572918
Rollo,Harrap,rharrapdu@gizmodo.com,Male,56806.66666666667,8521.0,0.1333198021701457
Marie,Brawn,mbrawndv@ihg.com,Female,26859.27,4028.89,0.03725489852237089
Sue,Hairon,shairondw@yale.edu,Female,229018.04,34352.71,0.6857374019520844
Saunder,Bradborne,sbradbornedx@privacy.gov.au,Male,28413.74,4262.06,0.042241308941797104
Ahmad,Gebhardt,agebhardtdy@aol.com,Non-binary,176872.66,26530.9,0.5184660707865173
Lorraine,Hadenton,lhadentondz@washington.edu,Female,155605.52,23340.83,0.4502455914672664
Ethan,Sealy,esealye0@liveinternet.ru,Male,216836.38,32525.46,0.6466612175613227
Kay,Grcic,kgrcice1@icq.com,Female,23957.05,3593.56,0.02794519164641501
Florinda,Tennock,ftennocke2@usa.gov,Female,68942.81,10341.42,0.17224997873771097
Allyce,Vahl,avahle3@icq.com,Female,131602.76,19740.41,0.373249822775052
Marcos,Isakovitch,misakovitche4@walmart.com,Male,220403.17,33060.48,0.6581027241969639
Nannette,McGarva,nmcgarvae5@pbs.org,Female,261353.33333333334,39203.0,0.7894621721905171
Steffane,Koppes,skoppese6@issuu.com,Female,111839.36,16775.9,0.3098530227832296
Emili,Pavlovic,epavlovice7@webeden.co.uk,Female,48551.87,7282.78,0.10684016338077604
Dorelle,Lowater,dlowatere8@360.cn,Female,68674.19,10301.13,0.17138830268936894
Harri,Pitford,hpitforde9@mtv.com,Female,69422.28,10413.34,0.17378801691393972
Galvin,Louden,gloudenea@tamu.edu,Male,21551.88,3232.78,0.02022991586206965
Wanids,Myner,wmynereb@businessinsider.com,Polygender,94906.83,14236.02,0.25553705398405896
Niven,Arbon,narbonec@mapy.cz,Male,217065.37,32559.81,0.6473957689659458
Fee,Prydden,fpryddened@google.fr,Male,124148.42,18622.26,0.349337879382162
Giavani,Latus,glatusee@yellowpages.com,Male,148158.92,22223.84,0.42635847635452756
Fedora,Pirrone,fpirroneef@ca.gov,Female,97636.93,14645.54,0.2642946363665272
Murry,Carne,mcarneeg@com.com,Male,75269.02,11290.35,0.19254312010388616
Minor,Bertwistle,mbertwistleeh@tiny.cc,Male,237341.6,35601.24,0.7124376189461206
Ari,Whyborn,awhybornei@netvibes.com,Male,193256.08,28988.41,0.5710206110438627
Fleming,Kield,fkieldej@ask.com,Male,117271.06,17590.66,0.32727676558636987
Corty,Jindra,cjindraek@amazon.co.uk,Male,19193.08,2878.96,0.012663385213461094
Darnall,Scaice,dscaiceel@homestead.com,Male,198091.6,29713.74,0.5865319347177477
Arnaldo,Ife,aifeem@buzzfeed.com,Male,107780.0,16167.0,0.29683145594681465
Chandler,Dirr,cdirren@squarespace.com,Male,146569.74,21985.46,0.4212607236089977
Ginny,Spawton,gspawtoneo@google.co.jp,Female,247572.3,37135.85,0.7452555370005208
Olivier,Culver,oculverep@pinterest.com,Male,70867.62,10630.14,0.17842436141438905
Ford,Werner,fwernereq@goo.ne.jp,Male,47258.93,7088.84,0.10269268579182743
Pascal,Pyburn,ppyburner@squarespace.com,Male,213145.12,31971.77,0.6348204375367411
Patrice,Husset,phussetes@engadget.com,Female,151748.01,22762.2,0.4378715166655393
Letizia,D'Ambrosi,ldambrosiet@google.com.hk,Female,212887.06,31933.06,0.6339926357310858
Justina,Beckingham,jbeckinghameu@bbb.org,Female,129671.59,19450.74,0.36705503856584665
Cloris,Wayte,cwayteev@sciencedirect.com,Female,167848.76,25177.31,0.48951931145127114
Josselyn,Miners,jminersew@51.la,Female,95165.68,14274.85,0.25636738994233954
Alisha,Nolda,anoldaex@intel.com,Female,120760.0,18114.0,0.3384685459158409
Carolyn,Barmadier,cbarmadierey@vimeo.com,Female,58917.46,8837.62,0.14009077997646466
Kendre,Piperley,kpiperleyez@github.com,Female,108320.0,16248.0,0.2985636615387464
Gideon,Pennaman,gpennamanf0@sfgate.com,Male,220947.22,33142.08,0.6598479213308351
Meir,Binnion,mbinnionf1@kickstarter.com,Male,85471.25,12820.69,0.22526971243013408
Jordain,Giblin,jgiblinf2@dot.gov,Female,132344.86,19851.728999999996,0.37563032234870475
Daffy,Abramski,dabramskif3@de.vu,Female,77773.41,11666.01,0.2005766726268083
Lulita,Chadney,lchadneyf4@tripod.com,Female,120384.17,18057.63,0.33726296290173774
Wyndham,Casetta,wcasettaf5@telegraph.co.uk,Genderfluid,119110.9,17866.64,0.3331785825053693
Egon,Brissenden,ebrissendenf6@goo.gl,Male,53533.66,8030.05,0.12282069022490509
Chance,Warlock,cwarlockf7@nature.com,Male,48558.89,7283.83,0.10686268205347113
Skylar,Noblett,snoblettf8@icio.us,Male,93746.72,14062.008,0.25181566689284424
Brod,Gonnard,bgonnardf9@cargocollective.com,Male,161689.59,24253.44,0.4697619990148668
Arabele,Guiness,aguinessfa@geocities.com,Female,109304.22,16395.63,0.3017208307752114
Katheryn,Kubec,kkubecfb@desdev.cn,Genderqueer,212720.3,31908.05,0.6334577049819922
Onida,Renney,orenneyfc@constantcontact.com,Female,113189.77,16978.47,0.31418485195619367
Lucias,Marfe,lmarfefd@miitbeian.gov.cn,Male,202569.66,30385.45,0.6008966024455363
Desiri,Brosi,dbrosife@auda.org.au,Female,115664.42,17349.66,0.3221230048600342
Friedrick,Avann,favannff@networkadvertising.org,Male,73240.0,10986.0,0.18603445382584657
Evvie,Fissenden,efissendenfg@mediafire.com,Female,66046.66666666667,9907.0,0.1629597645209779
Emanuele,Snugg,esnuggfh@t.co,Male,42803.23,6420.48,0.08839974420669722
Wolf,Hourstan,whourstanfi@bloglines.com,Male,147166.6666666667,22075.0,0.4231755378867259
Andrey,Evanson,aevansonfj@foxnews.com,Male,57839.47,8675.92,0.1366328164467489
Harwilll,Brett,hbrettfk@fc2.com,Male,63286.98,9493.05,0.15410727438027513
Vinny,Robillart,vrobillartfl@blinklist.com,Male,26278.69,3941.8,0.03539252088799359
Kendre,Raise,kraisefm@macromedia.com,Female,151761.42,22764.21,0.43791453310440565
Therese,Driffill,tdriffillfn@sitemeter.com,Female,215885.4,32382.81,0.6436106752024054
Alexandrina,Kliemchen,akliemchenfo@cornell.edu,Female,98025.53,14703.83,0.2655411828350914
Bridie,Joicey,bjoiceyfp@shareasale.com,Female,165522.29,24828.34,0.48205648859300915
Sanders,Spyby,sspybyfq@usatoday.com,Male,80945.56,12141.83,0.2107522577535607
Sunny,Beddis,sbeddisfr@webs.com,Male,89541.89,13431.28,0.23832746311669162
Charlene,Sivewright,csivewrightfs@ovh.net,Female,59560.7,8934.11,0.1421541576152687
Miguel,Pennigar,mpennigarft@creativecommons.org,Male,62967.66,9445.15,0.15308296347357947
Dominic,Edelston,dedelstonfu@yolasite.com,Male,140314.9,21047.24,0.4011965220818895
Eadie,Liddington,eliddingtonfv@etsy.com,Female,144721.04,21708.16,0.41533048568713804
Madge,Ticksall,mticksallfw@qq.com,Female,225555.9,33833.39,0.6746315903445833
Even,Peachman,epeachmanfx@biblegateway.com,Male,147235.01,22085.25,0.4233947688203763
Hi,Munning,hmunningfy@slashdot.org,Male,161058.37,24158.76,0.4677371789894239
Dehlia,Bramo,dbramofz@nydailynews.com,Female,225993.33333333334,33899.0,0.6760347838003192
Mendel,Runnicles,mrunniclesg0@howstuffworks.com,Male,126249.03,18937.35,0.3560761912126579
Sherry,Bore,sboreg1@symantec.com,Female,50601.64,7590.25,0.11341539126257964
Beverlie,Danielli,bdaniellig2@blog.com,Female,179821.95,26973.29,0.5279267682499033
Freda,Filimore,ffilimoreg3@deliciousdays.com,Female,180234.94,27035.24,0.5292515526710364
Belia,Naismith,bnaismithg4@cyberchimps.com,Female,169400.0,25410.0,0.49449536071502703
Aggi,Wigfall,awigfallg5@pbs.org,Female,72918.83,10937.82,0.1850042085111045
Alyosha,Jans,ajansg6@webnode.com,Male,55631.53,8344.73,0.12955021271591596
Harrietta,Lawdham,hlawdhamg7@ucla.edu,Female,202845.67,30426.85,0.6017819840481828
Merci,Whetson,mwhetsong8@microsoft.com,Female,184568.44,27685.27,0.5431525025462888
Karine,Scotchford,kscotchfordg9@a8.net,Female,105143.13,15771.47,0.2883729356520053
Melinda,Habbal,mhabbalga@mapquest.com,Female,76046.66666666667,11407.0,0.19503764585304742
Dawn,Baldung,dbaldunggb@amazon.com,Female,311586.6666666667,46738.0,0.950600062748613
Angel,Carlino,acarlinogc@usda.gov,Male,54898.16,8234.72,0.12719771713266598
Guenna,Ruvel,gruvelgd@google.nl,Female,28786.91,4318.04,0.043438359239465936
Bernadina,Popescu,bpopescuge@newyorker.com,Bigender,137919.38,20687.91,0.3935122014530296
Riordan,Aingell,raingellgf@disqus.com,Male,168885.44,25332.82,0.4928447612532041
Hilton,Castard,hcastardgg@webs.com,Male,64365.56,9654.83,0.15756713050498947
Jannelle,Laville,jlavillegh@amazon.co.uk,Female,213219.86,31982.98,0.635060187621817
Leta,Busch,lbuschgi@geocities.com,Female,26163.11,3924.47,0.03502176473555754
Fayre,Berston,fberstongj@infoseek.co.jp,Genderqueer,191000.34,28650.05,0.5637846750402625
Emmit,Boarer,eboarergk@google.ru,Male,40846.89,6127.03,0.08212421997017912
Johannah,Blodgett,jblodgettgl@vk.com,Female,100606.66666666667,15091.0,0.27382092240461015
Maddy,World,mworldgm@wikia.com,Female,148240.21,22236.03,0.4266192374518759
Den,Asker,daskergn@amazon.de,Male,20216.28,3032.44,0.015945594031358437
Ringo,Flowers,rflowersgo@php.net,Male,127941.06,19191.16,0.361503864967688
